origin,hour,model,actual,forecast,error,abs_error
2024-05-24,2024-05-24 07:00:00,previous_week,6298.0,6360.0,-62.0,62.0
2024-05-24,2024-05-24 08:00:00,previous_week,8882.0,9113.0,-231.0,231.0
2024-05-24,2024-05-24 09:00:00,previous_week,7777.0,7386.0,391.0,391.0
2024-05-24,2024-05-24 10:00:00,previous_week,6868.0,6135.0,733.0,733.0
2024-05-24,2024-05-24 11:00:00,previous_week,7343.0,6621.0,722.0,722.0
2024-05-24,2024-05-24 12:00:00,previous_week,8435.0,7686.0,749.0,749.0
2024-05-24,2024-05-24 13:00:00,previous_week,9467.0,8234.0,1233.0,1233.0
2024-05-24,2024-05-24 14:00:00,previous_week,10817.0,9531.0,1286.0,1286.0
2024-05-24,2024-05-24 15:00:00,previous_week,11842.0,10731.0,1111.0,1111.0
2024-05-24,2024-05-24 16:00:00,previous_week,12541.0,11733.0,808.0,808.0
2024-05-24,2024-05-24 17:00:00,previous_week,13385.0,13727.0,-342.0,342.0
2024-05-24,2024-05-24 18:00:00,previous_week,12398.0,12682.0,-284.0,284.0
2024-05-24,2024-05-24 19:00:00,previous_week,10435.0,10355.0,80.0,80.0
2024-05-24,2024-05-24 20:00:00,previous_week,7656.0,7738.0,-82.0,82.0
2024-05-24,2024-05-24 21:00:00,previous_week,5827.0,5631.0,196.0,196.0
2024-05-24,2024-05-24 22:00:00,previous_week,5052.0,4745.0,307.0,307.0
2024-05-24,2024-05-24 23:00:00,previous_week,4238.0,4390.0,-152.0,152.0
2024-05-24,2024-05-24 00:00:00,hour_of_day_profile,2310.0,1055.013888888889,1254.986111111111,1254.986111111111
2024-05-24,2024-05-24 01:00:00,hour_of_day_profile,1266.0,630.9791666666666,635.0208333333334,635.0208333333334
2024-05-24,2024-05-24 02:00:00,hour_of_day_profile,786.0,398.31944444444446,387.68055555555554,387.68055555555554
2024-05-24,2024-05-24 03:00:00,hour_of_day_profile,513.0,273.0,240.0,240.0
2024-05-24,2024-05-24 04:00:00,hour_of_day_profile,455.0,272.4513888888889,182.5486111111111,182.5486111111111
2024-05-24,2024-05-24 05:00:00,hour_of_day_profile,1077.0,656.5902777777778,420.4097222222222,420.4097222222222
2024-05-24,2024-05-24 06:00:00,hour_of_day_profile,2994.0,1810.8194444444443,1183.1805555555557,1183.1805555555557
2024-05-24,2024-05-24 07:00:00,hour_of_day_profile,6298.0,3824.0694444444443,2473.9305555555557,2473.9305555555557
2024-05-24,2024-05-24 08:00:00,hour_of_day_profile,8882.0,5913.479166666667,2968.520833333333,2968.520833333333
2024-05-24,2024-05-24 09:00:00,hour_of_day_profile,7777.0,4783.270833333333,2993.729166666667,2993.729166666667
2024-05-24,2024-05-24 10:00:00,hour_of_day_profile,6868.0,3984.7083333333335,2883.2916666666665,2883.2916666666665
2024-05-24,2024-05-24 11:00:00,hour_of_day_profile,7343.0,4284.027777777777,3058.9722222222226,3058.9722222222226
2024-05-24,2024-05-24 12:00:00,hour_of_day_profile,8435.0,4841.930555555556,3593.0694444444443,3593.0694444444443
2024-05-24,2024-05-24 13:00:00,hour_of_day_profile,9467.0,5158.444444444444,4308.555555555556,4308.555555555556
2024-05-24,2024-05-24 14:00:00,hour_of_day_profile,10817.0,5763.4375,5053.5625,5053.5625
2024-05-24,2024-05-24 15:00:00,hour_of_day_profile,11842.0,6322.993055555556,5519.006944444444,5519.006944444444
2024-05-24,2024-05-24 16:00:00,hour_of_day_profile,12541.0,6871.881944444444,5669.118055555556,5669.118055555556
2024-05-24,2024-05-24 17:00:00,hour_of_day_profile,13385.0,8395.520833333334,4989.479166666666,4989.479166666666
2024-05-24,2024-05-24 18:00:00,hour_of_day_profile,12398.0,7767.847222222223,4630.152777777777,4630.152777777777
2024-05-24,2024-05-24 19:00:00,hour_of_day_profile,10435.0,5618.138888888889,4816.861111111111,4816.861111111111
2024-05-24,2024-05-24 20:00:00,hour_of_day_profile,7656.0,3903.527777777778,3752.472222222222,3752.472222222222
2024-05-24,2024-05-24 21:00:00,hour_of_day_profile,5827.0,2921.284722222222,2905.715277777778,2905.715277777778
2024-05-24,2024-05-24 22:00:00,hour_of_day_profile,5052.0,2364.034722222222,2687.965277777778,2687.965277777778
2024-05-24,2024-05-24 23:00:00,hour_of_day_profile,4238.0,1705.7430555555557,2532.2569444444443,2532.2569444444443
