station_id,station_name,annual_starts,months_active,first_started_at,last_started_at,latitude,longitude,coordinate_rows,share_of_system_starts,cluster_id,cluster_label
5593.01,E 1 St & 1 Ave,84613,12,2024-01-01 00:37:00.141,2024-12-31 23:37:24.829,40.72335597960795,-73.98864984512329,84613,0.001912520944368047,cluster_03,Cluster 03 - West St & Chambers St area
5880.02,W 4 St & 7 Ave S,84186,12,2024-01-01 00:18:07.591,2024-12-31 23:32:23.372,40.734011429999995,-74.00293877,84186,0.0019028693962224292,cluster_03,Cluster 03 - West St & Chambers St area
5679.08,Bleecker St & Crosby St,82923,12,2024-01-01 00:43:07.019,2024-12-31 22:43:07.272,40.726156049804096,-73.99510189890862,82923,0.0018743216086160705,cluster_03,Cluster 03 - West St & Chambers St area
5712.03,Cooper Square & Astor Pl,80985,12,2024-01-01 00:20:52.651,2024-12-31 23:45:24.525,40.729514962249475,-73.99075269699097,80985,0.0018305166898661706,cluster_03,Cluster 03 - West St & Chambers St area
5696.03,Pier 40 - Hudson River Park,80563,12,2024-01-01 00:01:52.383,2024-12-31 19:42:31.162,40.7277140777778,-74.01129573583603,80563,0.0018209781575068012,cluster_03,Cluster 03 - West St & Chambers St area
5382.07,Forsyth St & Grand St,80469,12,2024-01-01 00:26:02.122,2024-12-31 23:31:22.822,40.71779817737834,-73.99316132068634,80469,0.0018188534607253303,cluster_03,Cluster 03 - West St & Chambers St area
5636.11,Great Jones St,77680,12,2024-01-01 00:29:39.723,2024-12-31 22:44:15.541,40.727434230000014,-73.99379024999999,77680,0.001755813255155944,cluster_03,Cluster 03 - West St & Chambers St area
5484.09,Allen St & Stanton St,76467,12,2024-01-01 00:16:28.993,2024-12-31 23:32:17.696,40.722055,-73.989111,76467,0.0017283956254120698,cluster_03,Cluster 03 - West St & Chambers St area
5470.12,North Moore St & Greenwich St,75547,12,2024-01-01 01:37:01.521,2024-12-31 23:47:03.479,40.72019521437464,-74.0103006362915,75547,0.0017076007207423546,cluster_03,Cluster 03 - West St & Chambers St area
5414.06,Allen St & Rivington St,74151,12,2024-01-01 00:50:29.637,2024-12-31 23:40:10.914,40.720195760000024,-73.98997824999995,74151,0.0016760467132217868,cluster_03,Cluster 03 - West St & Chambers St area
