segment_id,segment_label,segment_type,origin,model,model_label,n,mae,rmse,mape,wape
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-23,weather_event_ridge,Weather/event ridge,24,46.68292350797088,56.31752227684843,0.18686117423175305,0.07938710155114441
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-30,previous_day,Previous day,24,127.54166666666667,189.45019134326574,0.3281938534895535,0.2452331357154302
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-30,previous_week,Previous week,24,93.29166666666667,129.49501277398033,0.3523672517178323,0.17937830475885275
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-30,calendar_lag_ridge,Calendar + lag ridge,24,89.73114537885812,125.03221620239412,0.3573752857643946,0.17253224556101546
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-08-30,weather_event_ridge,Weather/event ridge,24,87.3229287664285,118.7844205089416,0.3590748053084775,0.16790180182617243
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-06,previous_day,Previous day,24,114.375,156.0142888755172,0.1975572120354817,0.17038048538265782
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-06,previous_week,Previous week,24,154.95833333333334,224.88932463176934,0.25131991024555606,0.23083607473154988
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-06,calendar_lag_ridge,Calendar + lag ridge,24,90.24090587628659,129.00200832085582,0.1437844408280727,0.13442875929680828
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-06,weather_event_ridge,Weather/event ridge,24,94.62474527632132,132.64041380500228,0.16809851755624206,0.14095921337171569
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-13,previous_day,Previous day,24,120.79166666666667,179.01734087326102,0.1843870086912803,0.16971080669710806
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-13,previous_week,Previous week,24,53.208333333333336,68.2070988485314,0.10255665785578742,0.074757054209109
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-13,calendar_lag_ridge,Calendar + lag ridge,24,43.38511211259031,58.344093715397264,0.07795942696824544,0.06095554915713426
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-13,weather_event_ridge,Weather/event ridge,24,43.89611326426731,54.56801803387457,0.16429317242464786,0.06167349949317501
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-20,previous_day,Previous day,24,130.16666666666666,176.97504532183814,0.20571845022677956,0.17906683480453972
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-20,previous_week,Previous week,24,39.25,50.71735403192876,0.09916168212016956,0.053995185142726124
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-20,calendar_lag_ridge,Calendar + lag ridge,24,55.097911915026486,67.78421661152848,0.11847376712241596,0.07579673770266168
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-20,weather_event_ridge,Weather/event ridge,24,50.99669289669344,62.20827910901092,0.1382405004687557,0.07015479935347028
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-27,previous_day,Previous day,24,183.66666666666666,229.92716237974147,0.25616435340394067,0.2602432400519542
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-27,previous_week,Previous week,24,39.833333333333336,49.62610200287748,0.08574433535299696,0.05644113826898099
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-27,calendar_lag_ridge,Calendar + lag ridge,24,65.27324319184312,85.04442915345386,0.107735914595308,0.09248776931185707
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-09-27,weather_event_ridge,Weather/event ridge,24,70.33845719194845,83.76616247200593,0.23550233551753716,0.09966483484512709
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-04,previous_day,Previous day,24,105.16666666666667,136.92607494557055,0.18914030149751734,0.16108239198417257
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-04,previous_week,Previous week,24,62.541666666666664,85.89455745272805,0.14499979592186993,0.09579424341055587
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-04,calendar_lag_ridge,Calendar + lag ridge,24,57.508615352089315,71.6635516839116,0.13755342337656468,0.08808518529900718
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-04,weather_event_ridge,Weather/event ridge,24,55.17605265381067,74.69869740911561,0.13367316280560795,0.08451242987372877
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-11,previous_day,Previous day,24,93.45833333333333,141.74728098509215,0.16305562611305305,0.1506278960445907
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-11,previous_week,Previous week,24,62.75,81.54395542691479,0.21569975167655228,0.10113491370626553
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-11,calendar_lag_ridge,Calendar + lag ridge,24,52.817131961231986,69.65672048842546,0.21640195485925506,0.08512599335636073
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-11,weather_event_ridge,Weather/event ridge,24,50.233167451874294,70.29598098662548,0.1495676008310603,0.08096138733765249
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-18,previous_day,Previous day,24,108.95833333333333,142.30996100062708,0.17840329992316717,0.17273267719136007
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-18,previous_week,Previous week,24,34.916666666666664,44.481269466297086,0.09709460236825325,0.05535372217451615
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-18,calendar_lag_ridge,Calendar + lag ridge,24,44.057944478666236,54.538352792741065,0.21436222507116995,0.06984547641772837
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-18,weather_event_ridge,Weather/event ridge,24,37.02272493341105,47.42545542946375,0.10350586634771003,0.05869247627993032
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-25,previous_day,Previous day,24,128.33333333333334,185.62664140688426,0.23316348974697454,0.19882512426570267
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-25,previous_week,Previous week,24,29.0,36.80806071138947,0.07752246307207793,0.04492931379510683
cluster_01,Cluster 01 - W 21 St & 6 Ave area,station_cluster,2024-10-25,calendar_lag_ridge,Calendar + lag ridge,24,49.76773599597693,62.94861585395828,0.17300594238233905,0.0771044906012166
