origin,model,n,mae,rmse,mape
2024-10-11,weekday_hour_profile,24,1696.6677083333336,2100.4329125144554,0.21068927163956563
2024-10-11,seasonal_lag_blend,24,1067.06015625,1376.4496909533075,0.12255083289549328
2024-10-11,calendar_lag_ridge,24,356.7584742882187,479.012582959084,0.11723031988837056
2024-10-18,previous_day,24,880.8333333333334,1117.8676129130856,0.16123021001921012
2024-10-18,previous_week,24,261.8333333333333,353.23422352125885,0.042584819207664465
2024-10-18,hour_of_day_profile,24,1734.8465063001147,2127.6119890715195,0.21695395668644687
2024-10-18,weekday_hour_profile,24,1475.6189024390244,1806.8398475533256,0.18622307515024353
2024-10-18,seasonal_lag_blend,24,896.2689532520326,1100.1733288154555,0.1121758207206698
2024-10-18,calendar_lag_ridge,24,288.3332458211719,332.78176326658195,0.15285200093329424
2024-10-25,previous_day,24,881.6666666666666,1219.2267358179663,0.12908271724934658
2024-10-25,previous_week,24,252.83333333333334,336.93025984615866,0.03890501178847492
2024-10-25,hour_of_day_profile,24,1917.8369686800895,2356.7456626711833,0.23275025929825563
2024-10-25,weekday_hour_profile,24,1663.901785714286,2049.3915732728706,0.19956533981829497
2024-10-25,seasonal_lag_blend,24,1161.8798115079364,1435.9562065228538,0.14111461574598125
2024-10-25,calendar_lag_ridge,24,338.4802919741084,395.9616000250299,0.1601979020983124
2024-11-01,previous_day,24,967.4583333333334,1409.2028331649067,0.2092705132540221
2024-11-01,previous_week,24,742.8333333333334,915.7710321545082,0.17789926903857442
2024-11-01,hour_of_day_profile,24,2289.296174863388,2693.319937927735,0.34345320264582585
2024-11-01,weekday_hour_profile,24,2044.3730620155038,2419.8867635528036,0.31601219451723733
2024-11-01,seasonal_lag_blend,24,1475.5508236434107,1785.5672493555562,0.2515239179929793
2024-11-01,calendar_lag_ridge,24,625.3359158143419,842.3771511255588,0.13526430830982109
2024-11-08,previous_day,24,860.4166666666666,1168.2767223564801,0.13024321090397672
