hour,rides,date,month,day_name,day_of_week,hour_of_day,day_of_year,is_weekend,is_federal_holiday,hour_sin,hour_cos,dow_sin,dow_cos,month_number,month_sin,month_cos,is_weekend_int,is_federal_holiday_int,days_since_start,lag_24h,lag_168h,rolling_24h_prior_day,rolling_168h_prior_day
2024-06-16 08:00:00,3380,2024-06-16,2024-06,Sunday,6,8,168,True,False,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.33333333333334,4475.0,2985.0,5928.916666666667,6732.369047619048
2024-06-16 09:00:00,5586,2024-06-16,2024-06,Sunday,6,9,168,True,False,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.375,6993.0,3951.0,5867.833333333333,6733.5297619047615
2024-06-16 10:00:00,7761,2024-06-16,2024-06,Sunday,6,10,168,True,False,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.41666666666666,9102.0,5561.0,5945.583333333333,6733.821428571428
2024-06-16 11:00:00,9596,2024-06-16,2024-06,Sunday,6,11,168,True,False,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.45833333333334,10859.0,7043.0,6072.5,6733.767857142857
2024-06-16 12:00:00,10602,2024-06-16,2024-06,Sunday,6,12,168,True,False,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.5,11822.0,8931.0,6198.625,6732.523809523809
2024-06-16 13:00:00,11306,2024-06-16,2024-06,Sunday,6,13,168,True,False,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.54166666666666,12414.0,10540.0,6322.25,6730.892857142857
2024-06-16 14:00:00,11768,2024-06-16,2024-06,Sunday,6,14,168,True,False,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.58333333333334,13010.0,11559.0,6433.25,6732.160714285715
2024-06-16 15:00:00,11831,2024-06-16,2024-06,Sunday,6,15,168,True,False,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.625,12750.0,11933.0,6513.416666666667,6731.017857142857
2024-06-16 16:00:00,11521,2024-06-16,2024-06,Sunday,6,16,168,True,False,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.66666666666666,12597.0,12278.0,6528.791666666667,6731.910714285715
2024-06-16 17:00:00,11426,2024-06-16,2024-06,Sunday,6,17,168,True,False,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.70833333333334,12374.0,12057.0,6435.708333333333,6731.946428571428
2024-06-16 18:00:00,10880,2024-06-16,2024-06,Sunday,6,18,168,True,False,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.75,12121.0,11471.0,6510.541666666667,6733.559523809524
2024-06-16 19:00:00,9810,2024-06-16,2024-06,Sunday,6,19,168,True,False,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.79166666666666,11101.0,9902.0,6783.833333333333,6734.839285714285
2024-06-16 20:00:00,7685,2024-06-16,2024-06,Sunday,6,20,168,True,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.83333333333334,8940.0,7856.0,6929.375,6735.898809523809
2024-06-16 21:00:00,5550,2024-06-16,2024-06,Sunday,6,21,168,True,False,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.875,7275.0,5886.0,7060.166666666667,6737.309523809524
2024-06-16 22:00:00,4507,2024-06-16,2024-06,Sunday,6,22,168,True,False,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,6,1.2246467991473532e-16,-1.0,1,0,167.91666666666666,6429.0,4773.0,7136.958333333333,6737.684523809524
